ride_id,distance_km,duration_min,booking_time,hours,day_of_week,months,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,weather,traffic_level,available_drivers,area_demand,vehicle_types,user_rating,user_previous_rides,base_price,constrained_price
R008179,3.3,15.0,2025-02-25 08:10:35.337967,8,1,2,21.032386043394045,105.81816958352535,21.074759948236863,105.75277631750822,sunny,6,20,33,4_seater_car,4.9,10,66000.0,82000.0
R008180,4.0,20.0,2025-03-06 17:14:06.337967,17,3,3,21.004027660282137,105.84932073518831,21.0130961209209,105.77015576579127,sunny,6,14,40,motorbike,4.0,11,40000.0,54000.0
R008181,2.8,14.0,2025-02-13 08:29:11.337967,8,3,2,21.022292140045234,105.80278582001384,20.98187221293134,105.78476324892372,rainy,6,15,61,4_seater_car,5.0,46,56000.0,96000.0
R008182,3.2,17.0,2025-02-11 04:36:05.337967,4,1,2,21.03653903286632,105.7969894102824,21.047749470200113,105.76582164138378,sunny,4,23,49,motorbike,5.0,5,32000.0,32000.0
R008183,3.2,16.0,2025-03-06 10:13:43.337967,10,3,3,20.98109248365435,105.81847763911348,21.051948811858523,105.76529171107502,sunny,7,19,60,motorbike,4.0,1,32000.0,36000.0
R008184,5.3,26.0,2025-02-28 23:15:44.337967,23,4,2,21.076966675757927,105.75714605072798,21.032201945929767,105.81592820225768,rainy,5,19,69,7_seater_car,3.5,38,159000.0,211000.0
R008185,3.0,14.0,2025-03-08 10:09:22.337967,10,5,3,21.031567662305928,105.80430722587143,21.02102028211533,105.79349577540302,rainy,3,16,27,motorbike,4.1,12,30000.0,36000.0
R008186,6.8,33.0,2025-02-28 03:22:28.337967,3,4,2,21.028809103712412,105.79200305944872,21.015315165009305,105.75710784201608,sunny,2,25,59,7_seater_car,4.3,0,204000.0,211000.0
R008187,8.0,37.0,2025-02-10 19:23:58.337967,19,0,2,21.059267608607136,105.79422698435113,20.995382132933376,105.8423642828221,heavy_rain,5,25,65,motorbike,4.8,47,80000.0,151000.0
R008188,2.6,11.0,2025-03-07 09:12:45.337967,9,4,3,21.002562509075908,105.83096782690055,21.079956411527814,105.78485489859759,sunny,7,15,27,motorbike,4.5,19,26000.0,32000.0
R008189,2.3,11.0,2025-02-11 07:59:37.337967,7,1,2,21.007292470987004,105.75587930156712,21.027077582049206,105.8397557488385,heavy_rain,6,22,81,4_seater_car,5.0,5,46000.0,101000.0
R008190,3.4,15.0,2025-02-23 15:38:21.337967,15,6,2,21.007391106314824,105.80379332261508,21.029565652715405,105.81146629336226,heavy_rain,2,23,58,4_seater_car,4.7,23,68000.0,102000.0
R008191,3.7,18.0,2025-03-05 13:57:12.337967,13,2,3,21.028473532040515,105.7630056271388,20.993750888276942,105.77289544156314,sunny,3,17,50,4_seater_car,4.1,6,74000.0,81000.0
R008192,8.4,39.0,2025-02-25 08:50:30.337967,8,1,2,21.003336257698805,105.80724940743761,21.043753582723856,105.7596939586635,sunny,6,15,48,7_seater_car,4.3,9,252000.0,353000.0
R008193,4.4,20.0,2025-02-24 18:14:59.337967,18,0,2,21.02384325182678,105.80515698276615,21.067758175963323,105.78714876754051,sunny,6,21,85,4_seater_car,5.0,8,88000.0,133000.0
R008194,5.5,31.0,2025-02-18 09:17:51.337967,9,1,2,21.00638039839077,105.76526890325164,21.05064124170524,105.75097261317606,rainy,5,9,37,4_seater_car,4.6,27,110000.0,190000.0
R008195,5.5,32.0,2025-02-23 17:20:57.337967,17,6,2,21.015686027491995,105.7961619354392,21.015578894268504,105.82269740829686,sunny,6,7,92,motorbike,5.0,2,55000.0,103000.0
R008196,2.9,14.0,2025-03-05 19:24:21.337967,19,2,3,21.057943796212875,105.77190910915157,21.02605086899968,105.778178241807,rainy,7,24,13,4_seater_car,4.1,6,58000.0,87000.0
R008197,4.0,21.0,2025-02-27 17:17:24.337967,17,3,2,21.010420449802734,105.82881948264347,20.985997991844947,105.80740554242061,rainy,9,18,40,4_seater_car,4.9,46,80000.0,124000.0
R008198,4.5,19.0,2025-02-26 13:12:45.337967,13,2,2,21.02147399346025,105.79478397901431,21.044524283684,105.80164280220613,sunny,3,22,48,4_seater_car,4.6,43,90000.0,87000.0
R008199,5.4,23.0,2025-02-20 08:05:26.337967,8,3,2,21.010437091775575,105.83985308763563,21.032021929571762,105.82359289896648,heavy_rain,7,30,67,7_seater_car,4.2,70,162000.0,295000.0
R008200,2.2,10.0,2025-02-23 05:34:14.337967,5,6,2,21.073016306727943,105.8494811102398,21.020407018010225,105.76442823263893,rainy,6,21,39,motorbike,4.6,0,22000.0,26000.0
R008201,3.3,14.0,2025-02-16 23:03:10.337967,23,6,2,21.066997449681867,105.79400077777363,20.993200885316288,105.8156351448727,sunny,2,22,39,motorbike,4.3,2,33000.0,33000.0
R008202,4.5,22.0,2025-02-12 10:43:08.337967,10,2,2,21.039663231697766,105.7637742928403,20.991591988037186,105.84436773599094,sunny,3,18,52,motorbike,4.6,68,45000.0,44000.0
R008203,3.6,18.0,2025-02-23 09:10:54.337967,9,6,2,21.010641485019942,105.84509132345407,21.007154902524196,105.79841170155997,sunny,5,16,36,7_seater_car,4.1,6,108000.0,138000.0
R008204,2.2,11.0,2025-02-18 22:36:14.337967,22,1,2,21.05083456880054,105.76554755242974,21.041767537130173,105.79217381310998,heavy_rain,4,14,61,7_seater_car,4.7,25,66000.0,116000.0
R008205,3.1,19.0,2025-02-23 18:38:20.337967,18,6,2,21.00582930522596,105.78452002306366,21.02300922400232,105.81698754190526,sunny,8,21,26,motorbike,3.4,58,31000.0,38000.0
R008206,2.2,11.0,2025-03-10 01:48:21.337967,1,0,3,21.015919913082456,105.79592029121815,21.070030863945657,105.76920000528597,heavy_rain,4,20,34,motorbike,4.4,35,22000.0,31000.0
R008207,8.9,45.0,2025-02-18 10:24:08.337967,10,1,2,21.02848032624009,105.78272889494025,21.060682194490823,105.75282346651329,sunny,4,15,39,7_seater_car,4.3,9,267000.0,283000.0
R008208,3.8,19.0,2025-02-21 09:27:29.337967,9,4,2,21.021352286143685,105.84158994934694,21.02639547805661,105.76379882470681,sunny,9,23,52,motorbike,4.8,19,38000.0,52000.0
R008209,4.3,19.0,2025-03-10 00:34:31.337967,0,0,3,21.050435118989558,105.76984879043276,21.01319173507665,105.81638155650272,rainy,5,17,49,motorbike,4.9,10,43000.0,56000.0
R008210,2.7,16.0,2025-02-23 08:19:38.337967,8,6,2,20.98315234758409,105.83405447440656,20.980190977928682,105.78293426610762,sunny,9,19,90,4_seater_car,4.7,7,54000.0,91000.0
R008211,5.0,21.0,2025-02-24 01:41:51.337967,1,0,2,21.005011665416234,105.82824749616682,20.982958583501564,105.83684490702339,heavy_rain,5,22,52,motorbike,4.6,27,50000.0,74000.0
R008212,6.3,31.0,2025-02-14 17:05:30.337967,17,4,2,21.024561734692014,105.82211142558529,21.00396076672985,105.8211125068016,sunny,7,19,49,4_seater_car,3.9,79,126000.0,158000.0
R008213,2.8,15.0,2025-03-09 17:37:30.337967,17,6,3,21.016111252998122,105.77952086693917,20.996172181854284,105.77334201620516,heavy_rain,7,17,47,motorbike,5.0,12,28000.0,57000.0
R008214,2.9,15.0,2025-02-23 23:29:58.337967,23,6,2,21.040362703498563,105.82385271141523,21.031470007169958,105.7882126047757,heavy_rain,5,13,57,7_seater_car,3.9,16,87000.0,162000.0
R008215,3.5,16.0,2025-02-16 16:05:44.337967,16,6,2,21.008553692475967,105.78338300716557,21.043207245193745,105.80087245195142,rainy,4,21,25,motorbike,5.0,11,35000.0,42000.0
R008216,2.2,11.0,2025-02-15 21:34:40.337967,21,5,2,21.071576535532365,105.8471265469882,21.039724733083357,105.80005453000082,sunny,4,25,27,7_seater_car,5.0,74,66000.0,59000.0
R008217,5.4,23.0,2025-03-09 02:49:05.337967,2,6,3,21.050014057695165,105.75069089573242,21.0566310381644,105.75110243860588,rainy,5,14,9,4_seater_car,5.0,25,108000.0,123000.0
R008218,6.6,38.0,2025-03-10 17:40:26.337967,17,0,3,21.04323678513342,105.77250514770664,21.070877832457086,105.78113823632802,sunny,8,11,38,4_seater_car,4.7,13,132000.0,195000.0
R008219,2.2,10.0,2025-02-12 07:35:34.337967,7,2,2,21.00165809433362,105.84291996285116,21.007616971623346,105.79657458188035,heavy_rain,10,25,79,motorbike,4.5,28,22000.0,48000.0
R008220,7.0,32.0,2025-03-01 17:43:20.337967,17,5,3,21.040554750179762,105.82556287002926,21.04761811782388,105.75238875538277,sunny,7,13,44,7_seater_car,4.5,3,210000.0,299000.0
R008221,7.0,32.0,2025-02-18 06:21:06.337967,6,1,2,21.078895869300723,105.82748681904009,21.042114682988156,105.80110757005114,sunny,4,17,27,7_seater_car,4.0,0,210000.0,210000.0
R008222,1.1,5.0,2025-03-07 07:01:25.337967,7,4,3,20.99038952042976,105.81611074588746,21.058788509642326,105.79203915587011,heavy_rain,6,17,56,motorbike,4.4,14,11000.0,23000.0
R008223,2.6,11.0,2025-02-18 17:45:43.337967,17,1,2,21.050688005732987,105.7629054838644,20.995043610553736,105.82149424735319,sunny,7,22,72,4_seater_car,5.0,23,52000.0,70000.0
R008224,3.3,17.0,2025-02-23 07:11:51.337967,7,6,2,20.98920651373956,105.77288601904355,21.00448243932383,105.80688699111454,sunny,5,11,60,motorbike,3.8,2,33000.0,56000.0
R008225,6.0,27.0,2025-02-14 19:34:15.337967,19,4,2,21.042207183737467,105.76808226545066,21.07037177291769,105.84755572940242,rainy,5,17,61,motorbike,5.0,6,60000.0,104000.0
R008226,5.6,31.0,2025-03-05 05:37:58.337967,5,2,3,20.988185153788493,105.83505851366297,21.02661952931586,105.82154915422663,heavy_rain,4,14,70,4_seater_car,5.0,79,112000.0,197000.0
R008227,2.8,12.0,2025-02-16 08:39:39.337967,8,6,2,21.053935286434033,105.79474631317382,21.03698535508977,105.76501117479239,sunny,7,28,49,motorbike,4.7,3,28000.0,35000.0
R008228,10.1,49.0,2025-03-01 02:54:29.337967,2,5,3,21.07800451308006,105.84560525071377,21.0788087408699,105.81314724448353,heavy_rain,5,16,30,motorbike,4.9,3,101000.0,152000.0
R008229,3.2,16.0,2025-03-10 17:46:02.337967,17,0,3,21.069073536447206,105.78585002168114,20.99340157401774,105.76268282447326,sunny,6,13,62,7_seater_car,4.7,9,96000.0,153000.0
R008230,3.0,15.0,2025-02-12 00:23:19.337967,0,2,2,21.060729351795427,105.77485898486071,21.036279485297666,105.7601894721168,rainy,0,16,49,motorbike,4.2,143,30000.0,38000.0
R008231,2.5,11.0,2025-02-27 19:47:21.337967,19,3,2,21.05037218403017,105.80375371119202,20.987742462866713,105.82663385132147,sunny,7,17,39,luxury_car,4.6,7,150000.0,193000.0
R008232,4.1,18.0,2025-02-26 15:42:37.337967,15,2,2,21.03685214995674,105.8288890338886,21.03618240800642,105.809971875632,sunny,4,20,22,motorbike,4.7,4,41000.0,41000.0
R008233,7.0,32.0,2025-02-13 07:59:13.337967,7,3,2,21.005134484024236,105.8145866513715,21.064442941121392,105.75501210830794,rainy,8,22,67,7_seater_car,4.6,3,210000.0,358000.0
R008234,2.9,16.0,2025-02-18 16:01:07.337967,16,1,2,21.022647331272832,105.83323128539556,21.035659836656887,105.78394995438929,sunny,4,16,34,4_seater_car,5.0,31,58000.0,56000.0
R008235,5.0,30.0,2025-03-11 23:11:33.337967,23,1,3,21.024684054278694,105.83644147643605,21.01824087101639,105.76574752308524,sunny,6,16,55,motorbike,5.0,36,50000.0,54000.0
R008236,5.0,21.0,2025-03-08 01:30:53.337967,1,5,3,21.008979239047385,105.77683199866125,21.074387231993217,105.81185888164953,sunny,4,9,43,motorbike,4.7,25,50000.0,61000.0
R008237,4.4,20.0,2025-03-02 02:35:44.337967,2,6,3,21.031624825880947,105.76179846679013,21.004979108507182,105.77391347488201,rainy,4,14,68,luxury_car,3.7,42,264000.0,387000.0
R008238,5.3,22.0,2025-03-04 21:15:37.337967,21,1,3,21.016450643744562,105.796751094192,20.994241670758473,105.80958860352773,sunny,4,16,60,motorbike,4.4,46,53000.0,59000.0
R008239,7.1,32.0,2025-02-12 09:50:01.337967,9,2,2,21.010650201974794,105.80822270086817,21.039749677409002,105.75350990562588,sunny,6,26,59,4_seater_car,4.6,31,142000.0,173000.0
R008240,5.1,23.0,2025-02-23 11:05:38.337967,11,6,2,21.01123387407232,105.77203134876378,20.987809156206936,105.84079547995591,sunny,3,20,54,luxury_car,4.9,20,306000.0,327000.0
R008241,7.6,33.0,2025-02-10 18:32:36.337967,18,0,2,21.00675201049781,105.82208815798874,21.078870798284807,105.79206121416884,sunny,9,16,29,motorbike,4.0,29,76000.0,96000.0
R008242,2.6,15.0,2025-02-18 08:55:45.337967,8,1,2,21.072821703850376,105.79708324793863,21.040184076142715,105.83200597065233,rainy,8,26,54,motorbike,5.0,64,26000.0,36000.0
R008243,3.6,20.0,2025-03-04 09:30:49.337967,9,1,3,21.061969128634722,105.76937840494013,21.03019449661709,105.82816591134596,rainy,7,17,45,motorbike,3.7,25,36000.0,55000.0
R008244,2.6,13.0,2025-03-02 03:27:06.337967,3,6,3,21.039207597939626,105.82412887559437,21.01033490083913,105.80061438409898,rainy,5,15,51,motorbike,4.3,26,26000.0,34000.0
R008245,5.9,28.0,2025-03-01 17:47:13.337967,17,5,3,21.019250077885072,105.80061713469094,21.0735718164349,105.79793262697284,sunny,8,14,49,4_seater_car,4.7,8,118000.0,175000.0
R008246,8.3,44.0,2025-02-18 08:47:31.337967,8,1,2,21.01241098408971,105.82618111920439,21.05107329337842,105.79059881760678,rainy,9,12,31,motorbike,3.5,13,83000.0,140000.0
R008247,3.8,17.0,2025-02-13 16:55:02.337967,16,3,2,21.020353300580368,105.81998623235526,21.062418796432308,105.75535309154797,sunny,3,15,49,motorbike,3.6,65,38000.0,41000.0
R008248,5.2,26.0,2025-03-11 03:32:48.337967,3,1,3,21.0392434845473,105.75644162853746,20.980544766174408,105.84091984044954,heavy_rain,2,20,25,4_seater_car,4.3,43,104000.0,148000.0
R008249,2.1,10.0,2025-03-08 01:45:04.337967,1,5,3,21.00796709667603,105.77182549541234,20.991314464294366,105.82574654282078,rainy,3,19,65,luxury_car,4.6,3,126000.0,173000.0
R008250,4.5,28.0,2025-03-11 20:59:16.337967,20,1,3,21.004697629281964,105.82983436770732,20.997767717509184,105.75379952860686,sunny,3,25,56,4_seater_car,4.4,2,90000.0,92000.0
R008251,1.9,8.0,2025-02-16 07:14:05.337967,7,6,2,21.03438776481266,105.83265269256867,21.047588403021955,105.75409859085889,sunny,5,20,42,motorbike,3.8,12,19000.0,24000.0
R008252,4.6,21.0,2025-03-11 13:55:14.337967,13,1,3,21.04333177830023,105.76276209423906,21.0346328935663,105.80945199757933,rainy,4,24,41,motorbike,4.2,3,46000.0,55000.0
R008253,1.7,7.0,2025-02-20 20:30:18.337967,20,3,2,20.981730389089208,105.82222586519808,21.03519531993837,105.81783649461458,rainy,1,26,15,4_seater_car,4.5,64,34000.0,37000.0
R008254,10.5,54.0,2025-02-24 09:31:45.337967,9,0,2,21.01895141437411,105.78859123828573,21.03209885249107,105.79745164088936,sunny,9,22,54,motorbike,5.0,28,105000.0,138000.0
R008255,4.4,23.0,2025-02-11 11:28:54.337967,11,1,2,21.01183378109914,105.79153653310794,21.009908736779696,105.84424708833387,sunny,4,15,42,4_seater_car,4.0,36,88000.0,90000.0
R008256,4.3,19.0,2025-02-26 08:21:53.337967,8,2,2,21.000219320449464,105.78794478782538,21.011319255806367,105.75231020792195,rainy,9,17,78,luxury_car,4.4,21,258000.0,491000.0
R008257,11.6,50.0,2025-02-23 08:50:03.337967,8,6,2,21.055207094930704,105.78960213465851,21.047456188041508,105.79420463994603,sunny,7,24,54,motorbike,4.0,31,116000.0,141000.0
R008258,4.6,21.0,2025-02-22 07:02:39.337967,7,5,2,21.02847291217441,105.79590961769279,21.029146434443483,105.83935531419554,rainy,5,25,71,4_seater_car,4.3,5,92000.0,150000.0
R008259,2.0,9.0,2025-03-10 05:03:30.337967,5,0,3,21.022958523479435,105.76963509294161,21.02090230174628,105.77817833531319,sunny,3,21,48,4_seater_car,4.6,87,40000.0,37000.0
R008260,3.6,17.0,2025-02-26 15:43:04.337967,15,2,2,21.047089778279133,105.80201049947055,21.07723080856412,105.80648986580049,sunny,3,30,68,4_seater_car,3.8,17,72000.0,74000.0
R008261,11.9,68.0,2025-02-18 07:44:58.337967,7,1,2,21.03416317934163,105.77064536443004,21.015870431201208,105.81926748652847,sunny,8,16,41,4_seater_car,5.0,8,238000.0,324000.0
R008262,2.9,15.0,2025-02-21 11:05:28.337967,11,4,2,21.07897975732293,105.8119432532173,21.07827980794467,105.76934272784416,rainy,5,22,58,motorbike,3.5,86,29000.0,35000.0
R008263,3.6,19.0,2025-02-18 20:57:32.337967,20,1,2,21.05476503258227,105.79466481800425,20.98707897694703,105.76576895209101,sunny,6,13,44,motorbike,4.1,0,36000.0,41000.0
R008264,9.7,47.0,2025-02-22 01:15:05.337967,1,5,2,21.039100348654593,105.77360861227676,20.987855131418865,105.7944599161846,rainy,4,20,69,motorbike,4.6,23,97000.0,127000.0
R008265,3.0,19.0,2025-03-08 16:27:10.337967,16,5,3,21.057622643607292,105.75507316421255,21.04682187244078,105.75400456599296,rainy,4,23,37,motorbike,4.1,35,30000.0,34000.0
R008266,4.3,21.0,2025-03-05 17:17:17.337967,17,2,3,21.034037931120867,105.82798067753188,21.008208012483617,105.81203217864541,rainy,5,25,46,7_seater_car,5.0,1,129000.0,194000.0
R008267,8.8,46.0,2025-02-10 08:55:47.337967,8,0,2,21.028447703614393,105.8025331421482,21.00085751255732,105.82517819904083,heavy_rain,7,4,59,4_seater_car,4.4,33,176000.0,470000.0
R008268,3.4,18.0,2025-02-26 20:06:36.337967,20,2,2,21.003583638800567,105.81850051482722,21.011214734218598,105.77299046814971,heavy_rain,4,12,40,motorbike,4.8,24,34000.0,55000.0
R008269,3.0,14.0,2025-03-07 07:10:27.337967,7,4,3,21.077849345675293,105.76655577087101,21.017708008871775,105.7569716193415,rainy,6,16,66,motorbike,5.0,7,30000.0,55000.0
R008270,1.8,9.0,2025-02-25 11:19:54.337967,11,1,2,21.005149013846108,105.75008605677854,21.05225290034712,105.77210728112445,rainy,5,8,58,4_seater_car,4.5,2,36000.0,65000.0
R008271,2.6,12.0,2025-02-12 11:45:30.337967,11,2,2,20.982758890554713,105.78804641117385,21.009437909876787,105.83960268435507,sunny,4,21,87,7_seater_car,3.7,29,78000.0,90000.0
R008272,2.9,14.0,2025-02-22 09:41:51.337967,9,5,2,21.01195334374787,105.82396100305505,21.03793551172766,105.80271569728325,heavy_rain,6,27,73,7_seater_car,4.3,50,87000.0,166000.0
R008273,3.7,21.0,2025-03-02 21:22:37.337967,21,6,3,21.01994152686596,105.83849441014753,21.02463322546565,105.79778617329714,heavy_rain,4,18,56,4_seater_car,4.6,11,74000.0,123000.0
R008274,5.4,29.0,2025-02-20 17:57:56.337967,17,3,2,21.018849879507556,105.77186705683911,21.052260535051214,105.78204166663855,rainy,9,22,45,motorbike,4.4,16,54000.0,86000.0
R008275,4.4,23.0,2025-03-10 14:18:34.337967,14,0,3,20.993304286455928,105.8440075771592,20.988040591856922,105.80424630559494,sunny,3,20,60,7_seater_car,4.3,10,132000.0,145000.0
R008276,2.4,13.0,2025-03-11 19:34:04.337967,19,1,3,21.058398552284043,105.76479116918831,21.02561865339362,105.76989081120715,rainy,6,14,49,7_seater_car,4.5,28,72000.0,118000.0
R008277,8.8,42.0,2025-02-18 14:00:38.337967,14,1,2,21.03455330330991,105.7971596590411,21.01511233239474,105.84436528601206,sunny,4,14,77,7_seater_car,5.0,39,264000.0,339000.0
R008278,2.6,14.0,2025-02-22 07:43:03.337967,7,5,2,21.076370325461035,105.8360841164907,21.07663527552889,105.79850483475929,sunny,6,21,52,4_seater_car,5.0,18,52000.0,68000.0
R008279,11.0,52.0,2025-03-01 08:43:53.337967,8,5,3,21.01787586631088,105.81625167483013,21.041521484427374,105.82438034308089,rainy,6,21,35,7_seater_car,4.5,13,330000.0,495000.0
R008280,4.8,20.0,2025-03-04 10:00:23.337967,10,1,3,21.051114136059095,105.76117163204849,21.013279068442696,105.75687418176017,heavy_rain,5,20,50,4_seater_car,4.8,24,96000.0,144000.0
R008281,7.6,45.0,2025-02-21 05:22:21.337967,5,4,2,21.069231034962176,105.83404554985978,21.051239900016775,105.79963254623806,sunny,4,21,54,4_seater_car,4.5,11,152000.0,161000.0
R008282,5.8,27.0,2025-02-26 08:25:08.337967,8,2,2,21.078010617091472,105.78990178686844,21.023520737451012,105.83432513281727,sunny,7,27,54,luxury_car,4.6,19,348000.0,435000.0
R008283,9.5,51.0,2025-02-27 03:01:59.337967,3,3,2,21.030751789180226,105.81081726414409,20.996428297274058,105.82796528708123,sunny,4,27,63,motorbike,5.0,14,95000.0,98000.0
R008284,4.4,20.0,2025-02-19 09:07:51.337967,9,2,2,21.065173003350374,105.78349719490478,21.02077110436517,105.80453766272663,heavy_rain,6,12,36,4_seater_car,4.0,3,88000.0,182000.0
R008285,3.9,15.0,2025-02-26 13:38:28.337967,13,2,2,20.990385173084977,105.78843841813591,20.98834747451391,105.76144981568943,rainy,1,12,51,motorbike,4.9,10,39000.0,57000.0
R008286,5.2,25.0,2025-02-25 00:22:59.337967,0,1,2,21.001693346220854,105.76164461956314,21.03607394291077,105.76880203440277,rainy,4,23,34,4_seater_car,4.3,6,104000.0,125000.0
R008287,3.9,16.0,2025-03-05 08:22:33.337967,8,2,3,21.047951323544613,105.75709864922642,21.04480159539922,105.79562081929413,rainy,8,10,9,7_seater_car,4.8,6,117000.0,181000.0
R008288,5.6,29.0,2025-02-11 00:20:28.337967,0,1,2,20.985447542116408,105.83178032663135,20.992799256591663,105.84684578339865,rainy,4,22,43,motorbike,5.0,0,56000.0,67000.0
R008289,9.7,46.0,2025-02-24 14:29:50.337967,14,0,2,21.030681584887006,105.7682931399418,21.03826321740733,105.80716163736135,sunny,4,25,36,4_seater_car,5.0,35,194000.0,184000.0
R008290,1.9,10.0,2025-02-12 03:10:24.337967,3,2,2,21.055060002956306,105.78755214898575,21.00208407950484,105.82958300710217,sunny,5,16,72,4_seater_car,4.7,0,38000.0,48000.0
R008291,4.3,21.0,2025-02-13 13:42:03.337967,13,3,2,21.065332025978876,105.79565271772022,21.01970658901121,105.79692856328845,rainy,5,19,51,4_seater_car,4.6,29,86000.0,105000.0
R008292,13.5,59.0,2025-02-25 14:59:39.337967,14,1,2,21.020551540479133,105.76819460598712,21.024259786926056,105.83280714191116,sunny,4,23,51,7_seater_car,4.4,3,405000.0,414000.0
R008293,3.7,19.0,2025-03-06 17:27:00.337967,17,3,3,20.997161407516185,105.75559956079013,21.05337965496542,105.75657006003017,sunny,6,16,56,motorbike,3.2,54,37000.0,51000.0
R008294,7.4,31.0,2025-02-25 02:51:48.337967,2,1,2,20.9827948734005,105.82627868881565,21.044414416695048,105.7829689823827,rainy,3,24,54,motorbike,4.8,32,74000.0,86000.0
R008295,6.9,32.0,2025-02-24 23:21:36.337967,23,0,2,21.022955656692343,105.78113280292943,21.034084712616284,105.76390574117278,sunny,4,18,75,4_seater_car,4.7,2,138000.0,168000.0
R008296,2.2,9.0,2025-02-14 17:29:00.337967,17,4,2,21.028451718925442,105.77042223715007,21.026804589140564,105.83525341218095,sunny,6,20,37,7_seater_car,4.1,32,66000.0,78000.0
R008297,5.2,26.0,2025-02-24 09:43:52.337967,9,0,2,21.074557130243623,105.77016696857824,21.005047562735687,105.83221311298037,sunny,7,10,22,4_seater_car,5.0,8,104000.0,133000.0
R008298,5.0,25.0,2025-03-10 19:33:24.337967,19,0,3,21.06426751901505,105.79740135280224,21.019711956266942,105.77401398164798,rainy,6,18,47,7_seater_car,4.5,49,150000.0,227000.0
R008299,22.0,107.0,2025-02-12 09:10:40.337967,9,2,2,20.993853922547125,105.8249553415116,20.98180204477498,105.76673649608142,sunny,6,21,50,7_seater_car,5.0,14,660000.0,856000.0
R008300,1.2,5.0,2025-03-04 09:38:07.337967,9,1,3,20.99581347820229,105.84916483883877,20.9979123151232,105.8174972787084,sunny,8,15,56,motorbike,4.3,26,12000.0,17000.0
R008301,2.0,11.0,2025-03-11 09:32:22.337967,9,1,3,20.987070997404526,105.81494802251254,20.982316188039416,105.78684619098047,rainy,7,14,77,motorbike,4.1,0,20000.0,40000.0
R008302,4.0,21.0,2025-02-23 19:18:19.337967,19,6,2,21.039650268793764,105.79356359798723,20.9904815321408,105.8430624950535,rainy,7,23,60,4_seater_car,4.2,1,80000.0,127000.0
R008303,3.7,18.0,2025-02-16 19:16:29.337967,19,6,2,21.016563641572,105.8184386439474,20.986780056573416,105.82206155738163,sunny,7,21,55,7_seater_car,5.0,0,111000.0,147000.0
R008304,2.9,13.0,2025-03-09 12:17:33.337967,12,6,3,21.0756733748397,105.80864033262407,21.04973461260551,105.79867142568129,sunny,4,20,62,motorbike,3.6,0,29000.0,32000.0
R008305,3.0,14.0,2025-03-06 04:58:34.337967,4,3,3,21.03278878051101,105.81493173171859,20.98777229518089,105.7534716202284,heavy_rain,5,22,40,7_seater_car,4.3,16,90000.0,135000.0
R008306,6.3,30.0,2025-02-11 15:44:38.337967,15,1,2,21.077187133522216,105.84775692694583,20.99975747433009,105.837189457508,sunny,4,11,24,motorbike,4.5,30,63000.0,61000.0
R008307,2.9,13.0,2025-02-28 04:06:47.337967,4,4,2,21.000476498490972,105.8450030740988,21.075366062637976,105.77361662709752,rainy,5,20,37,motorbike,4.7,1,29000.0,35000.0
R008308,3.4,18.0,2025-02-17 09:52:12.337967,9,0,2,20.998670123368434,105.81329872349751,21.015592603265137,105.83083352704303,heavy_rain,7,14,55,motorbike,4.6,6,34000.0,76000.0
R008309,7.4,41.0,2025-02-21 07:43:22.337967,7,4,2,20.994026461948803,105.84102553866417,21.076897451743996,105.80802217571407,sunny,7,18,88,motorbike,5.0,12,74000.0,119000.0
R008310,6.8,39.0,2025-02-26 02:05:50.337967,2,2,2,21.009827127657793,105.80396383469716,21.02419519710387,105.83399592136776,sunny,4,12,49,4_seater_car,4.6,14,136000.0,164000.0
R008311,3.5,16.0,2025-02-12 15:57:41.337967,15,2,2,20.992481430642545,105.81030253962159,20.98378838097158,105.79866576345158,sunny,4,22,61,4_seater_car,3.8,21,70000.0,72000.0
R008312,2.2,12.0,2025-02-15 12:03:55.337967,12,5,2,20.980751980842932,105.83537094948669,20.9998147936543,105.7993119938037,sunny,4,14,74,motorbike,5.0,1,22000.0,29000.0
R008313,7.0,39.0,2025-02-19 10:27:57.337967,10,2,2,21.03580950901727,105.82480053760388,21.02739956704851,105.75697992784475,sunny,3,33,64,motorbike,4.7,29,70000.0,66000.0
R008314,2.8,13.0,2025-02-14 07:27:38.337967,7,4,2,21.00844711982202,105.7797213066281,20.988030936680293,105.80938402651894,rainy,7,18,65,4_seater_car,4.4,3,56000.0,98000.0
R008315,8.5,37.0,2025-03-09 11:18:00.337967,11,6,3,20.98425606862163,105.79467917285922,21.00112306604573,105.77763763559486,rainy,5,17,58,motorbike,5.0,10,85000.0,116000.0
R008316,5.5,30.0,2025-03-06 18:14:21.337967,18,3,3,21.028244516264923,105.84145511128935,21.01927531611636,105.76284382987208,heavy_rain,7,17,39,4_seater_car,4.0,6,110000.0,212000.0
R008317,4.1,19.0,2025-02-16 07:38:57.337967,7,6,2,21.009784157937744,105.83914380212327,21.028808168070846,105.84026258987986,sunny,4,9,66,motorbike,4.6,13,41000.0,77000.0
R008318,5.6,25.0,2025-02-26 13:29:03.337967,13,2,2,20.9829825134182,105.75980246717893,20.996058800037773,105.83237454296474,rainy,5,19,63,4_seater_car,4.6,4,112000.0,152000.0
